index,Dice,IoU,Precision,Recall,aji_plus,pq,detection_f1,segmentation_quality,recognition_quality
6555,0.7603463992707383,0.6133539230825796,0.9161906854130053,0.6498130258647554,0.2806415340001184,0.1479593428427872,0.22950819672131148,0.6446799938150013,0.22950819672131148
6556,0.8844912884491288,0.7929039722329349,0.8924717846955228,0.8766522507157215,0.32855450720908386,0.14052427197900758,0.1839080459770115,0.7641007288858537,0.1839080459770115
6557,0.7482499201208354,0.5977630296561006,0.8379960962914769,0.6758671354357979,0.301413881748072,0.17948785638053558,0.25,0.7179514255221423,0.25
6558,0.8713847962053478,0.772083162866813,0.8891125578207983,0.8543501522759075,0.24137661321861556,0.06985869763506358,0.0970873786407767,0.719544585641155,0.0970873786407767
6559,0.8538084230704178,0.7449090014756518,0.881387498544989,0.827902908375246,0.32598195229715055,0.1321149785216722,0.19753086419753085,0.6688320787659655,0.19753086419753085
6560,0.8095634590222434,0.6800559552358113,0.7665709297741735,0.8576649234452776,0.2262252042007001,0.09409502166789493,0.1509433962264151,0.623379518549804,0.1509433962264151
6561,0.7614348073638262,0.6147716825007662,0.7615380443624925,0.7613315983517676,0.4205158037618771,0.33985734935882145,0.460431654676259,0.7381276806386903,0.460431654676259
6562,0.7941092364884187,0.6585250177851554,0.8328085170190433,0.7588468369995901,0.36829437172343304,0.3247301452334945,0.4647887323943662,0.6986618276235791,0.4647887323943662
6563,0.7755269192967129,0.633355629877369,0.7846961325966851,0.7665695164075993,0.3331987224200595,0.2549449772550923,0.3697478991596639,0.6895102793944541,0.3697478991596639
6564,0.779976717112922,0.6393129770992366,0.6864754098360656,0.9029649595687331,0.524390243902439,0.4508829017954836,0.6296296296296297,0.7161081381457681,0.6296296296296297
6565,0.8090995485863626,0.6794014962593516,0.7859450726978998,0.8336597307221543,0.3461881951773971,0.22634282595549632,0.3508771929824561,0.6450770539731645,0.3508771929824561
